sku,title,author_or_publisher,price,stock
9798989080854,CURRICULUM REINFORCEMENT THROUGH CURSIVE WRITING GRADE 1,,2400.0,0
9789768185747,Developing Language Skills: An English Course for Caribbean Secondary Schools Book 4,Clifford Narinesingh,6400.0,1
9789769535251,Developing Proficiency in CXC English A,Roy Narinesingh,4720.0,1
9789768237866,Developing Your Skills in Critical Thinking - An Integrated Approach for PEP,L.Channer et al,2800.0,5
9781380072078,Dime Mucho Mas Workbook 3 - Spanish for Caribbean Secondary Schools (2nd Edition),L.Channer et al,2724.0,2
9781380072054,Dime Mucho Workbook 1 - Spanish for Caribbean Secondary Schools (2nd Edition),,2857.0,0
9781380072061,Dime Mucho Workbook 2 - Spanish for Caribbean Secondary Schools (2nd Edition),Sally Seetahal-Mohammed,2857.0,2
9780230411999,Dime Tanto Mas Workbook 4 - Spanish for CSEC Examinations,Sally Seetahal-Mohammed,1456.0,1
DIGE-3486,Discovering Geography,,4800.0,0
9789769643611,Discovering Literacy Grade 4 PEP Ready Edition,Sally Seetahal-Mohammed,3000.0,2
DINUGR-5688,Discovering Numeracy Grade 4 PEP Ready Edition,Shawn Johnson,2800.0,1
9780230428850,Early Birds Numeracy Skills Age 3,Karren Bryant-Mole,1815.0,2
9788225011666,EARLY MATH PREP LEARNING SKILLS  WBK,,1800.0,0
9788225030797,EARLY SCIENCE PREP LEARNING SKILLS WBK,EARLY LEARNER,1800.0,0
9789810621209,Easy Approach to Skills in Geography,Vohn A.M. Rahil,6800.0,6
978-0-00-815161-4,Easy Learning Handwriting  Ages 3-5,,1760.0,0
978-0-00-815162-1,Easy Learning Handwriting Workbook Ages 3-5,,1760.0,0
9780008151461,Easy Learning Handwriting Workbook Ages 5-7,Karren Bryant-Mole,1760.0,12
9780008151423,Easy Learning Handwriting Workbook Ages 7-9,Karina Law,1760.0,19
9789769553606,Easy Pass for GSAT Language Arts Grade 4 to 6,Courtney D. Harrison,3400.0,2
EAPAVE-3511,Easy Pass Verbal Ability Test for PEP-Strand by Strand Grade 6,Courtney D. Harrison,4000.0,1
9789766130657,Easy Steps in Creative Writing Book 1,W. Lutchmansingh / S. Mathura,2350.0,3
9789766130664,Easy Steps in Creative Writing Book 2,W. Lutchmansingh / S. Mathura,2350.0,9
9789766130671,Easy Steps in Creative Writing Book 3,Marcia Pilgrim,2680.0,12
9789766130688,Easy Steps in Creative Writing Book 4-5,W. Lutchmansingh / S. Mathura,2980.0,21
9789766130633,Easy Steps in Creative Writing Infant 1,W. Lutchmansingh et al,2200.0,1
9789766130640,Easy Steps in Creative Writing Infant 2,W. Lutchmansingh et al,2200.0,7
9789766461027,Easy Steps in Vocabulary Book 1,Alphonso Dow,2150.0,12
9789766461034,Easy Steps In Vocabulary Book 2,Alphonso Dow,2150.0,0
9789766461041,Easy Steps In Vocabulary Book 3,Alphonso Dow,2150.0,0
9789766461058,Easy Steps In Vocabulary Book 4,Alphonso Dow,3185.0,3
9789766461034,Easy Steps In Vocabulary Infant 1,Alphonso Dow,2150.0,8
9788120751996,Easy way to computer studies for primary schools book 1,,2795.0,6
9788120752009,Easy way to computer studies for primary schools book 2,,2895.0,9
9788120752016,Easy way to computer studies for primary schools book 3,,2895.0,10
9788120752603,Easy way to computer studies for primary schools book 4,,3095.0,8
9788120752610,Easy way to computer studies for primary schools book 5,Alade et al,3095.0,6
9788120752627,Easy way to computer studies for primary schools book 6,,3095.0,7
9788120758254,Easy way to computer studies for Secondary Schools Book 1,,2995.0,1
9788120758810,Easy way to computer studies for Secondary Schools Book 2,,2995.0,1
9788120758827,Easy way to computer studies for Secondary Schools Book 3,,2995.0,1
9781408516430,Economics for CSEC: A CXC Study Guide,Peter Clavery,5200.0,2
978976245854,Education’s Missing Link: Parental Engagement,,3595.0,0
9789768245786,Effective Communication Your Language Arts Resource Book for PEP Candidate Grades 5 & 6,Dr. Adrian Mandara,3895.0,2
9789768245304,Electronic Document Preparation and Management Workbook for CSEC,,4995.0,1
9780099413127,Emil and the Detectives,Erich Kastner,1774.0,6
EMANCO-8166,Empires and Conquests,John Gilmore et al,5495.0,1
9780748785346,English Alive! Book 3,Alan Etherton,5700.0,1
9789768210227,English For All CSEC Level,Roy Narinesingh & Bhadase Seethal-Maraj,5680.0,3
9789769630802,English For All Grade 7 - Revised Edition,Roy Narinesingh & Bhadase Seethal-Maraj,5480.0,3
9789769630819,English For All Grade 8 - Revised Edition,Roy Narinesingh & Bhadase Seethal-Maraj,5480.0,3
9789769630826,English For All Grade 9 - Revised Edition,Roy Narinesingh & Bhadase Seethal-Maraj,5580.0,1
9781380010209,English Matters for Jamaica 2nd Edition Grade 7 Student's Book,Alan Etherton,5905.0,3
9781380018038,English Matters for Jamaica 2nd Edition Grade 7 Workbook,,2796.0,0
9781380011626,English Matters for Jamaica 2nd Edition Grade 8 Student's Book,Julia Sander,5905.0,2
9781380011633,English Matters for Jamaica 2nd Edition Grade 9 Student's Book,Julia Sander,5905.0,2
9789812089694,English The Basics,Toh Weng Choy & Phyllis Chew,5200.0,1
9789766484071,Environmental Science for the Caribbean Units 1 & 2 Revised Edition,Navindra Ramsaroop,11400.0,1
9789766483210,Environmental Science Solution with MCQ Tests,Navindra Ramsaroop,6440.0,1
9781398307766,Escape to Last Man Peak,Jean D'Costa,3640.0,10
ESPROF-2166,Essential Principles of Business For CSEC 4th Edition,Alan Whitcomb,7370.0,1
9789766461140,Essential Revision Exercises for CSEC Spanish,"J. Kanhai-Winter, Sargent, Ramcharitar",5320.0,1
9789769528307,Essential Vocabulary for GSAT,Shawn Johnson,2850.0,10
9789768202451,Every Student's Handbook,,1995.0,1
9780195553130,Everyday Spelling Book 1 (Oxford Essential Skills),Elske Brown,1498.0,4
9780195553147,Everyday Spelling Book 2 (Oxford Essential Skills),Elske Brown,1498.0,3
9781035146499,Explore Maths for the National Standards Curriculum Student's Book 4,Tony Cotton,4020.0,9
9781035146505,Explore Maths for the National Standards Curriculum Student's Book 5,Tony Cotton,4020.0,3
9781035146529,Explore Maths for the National Standards Curriculum Student's Book 6,Tony Cotton,4020.0,9
9781035146482,Explore Maths for the National Standards Curriculum Workbook 4,Lisa GreenStein,3006.0,2
9781035146512,Explore Maths for the National Standards Curriculum Workbook 5,Lisa GreenStein,2937.0,0
9781035146536,Explore Maths for the National Standards Curriculum Workbook 6,Lisa Greenstein,3006.0,4
9780008353353,"Exploring Biology, Chemistry and Physics: Grade 9 for Jamaica",,4630.0,1
978-0-00-835336-0,"Exploring Biology, Chemistry and Physics: Grade 9 for Jamaica WB",,2350.0,0
9781408276686,Exploring Geography Book 1,J.O'Sullivan et al,3950.0,4
EXGEBO-2511,Exploring Geography Book 2,Viviene Smart et al,3950.0,1
9780008252083,Exploring Physics Workbook 9,Marlene Grey-Tomlinson,1910.0,2
9780008263270,Exploring Science Student Book 7,,4630.0,1
9780008263287,Exploring Science Student Book 8,,4630.0,1
9780008263300,Exploring Science Workbook 7,,2472.0,3
9780008263317,Exploring Science Workbook 8,Derek McMongale,2472.0,8
9789769550971,Exploring Social Studies Workbook for Grade 8 NSC Ready,Bridgette Williams,4100.0,7
9789766130473,Extra Lessons in Mathematics Second Edition,L. van Druten,4150.0,0
FAANRE-8428,Family and Resource Management For Caribbean Students,Vivene Robinson et al,4450.0,1
FIAIIN-1800,First Aid in Mathematics Colour Edition,Robert Sulley,3575.0,1
9780435121006,First Aid in Spelling,Jan Gallow et al,3545.0,4
9789769560710,First Choice Computer Studies Workbook 6,Lisa N. Hibbert-Wynter,2400.0,1
9789766571252,For Her Son - School Edition,,2395.0,0
9781250765307,For The Life Of Laetitia,Merle Hodge,3600.0,4
9789766484700,For The Life Of Laetitia Notes A Study Aid for CSEC,Firishta A. Hosein,1600.0,0
9789768235145,Foundation Mathematics Infant Book 1,L. Van Druten,1020.0,0
9789768235152,Foundation Mathematics Infant Book 2,L. Van Druten,1020.0,3
FOMAIN-3705,Foundation Mathematics Infant Book 3,L. Van Druten,1050.0,0
9789768235169,Foundation Mathematics Infant Book 4,L. Van Druten,1020.0,3
9781510436701,Freedom and Change,John Gilmore et al,5495.0,2
9780521435451,"Freedoms Won: Caribbean Emancipations, Ethnicities & Nationhood",Hilary McD. Beckles,4000.0,1
9780333996485,Full Circle: Rami Johnson Story,C. Everald Palmer,3899.0,1
9789768237804,Fun With Colours,"M. McLean, L. Fearon",1420.0,8
9789768237460,Fun With Language Arts An Infant Integrated Workbook,M. McLean,2400.0,7
FUWIPH-0208,Fun with Phonics Consonant Blends 2nd Edition,Gwen Gbedemah,2800.0,1
9789768010919,Fun with Phonics Consonants 2nd Edition,Gwen Gbedemah,2800.0,12
9789766383367,Fun with Phonics Skill building 2nd Edition,Gwen Gbedemah,2800.0,11
FUWIPH-5912,Fun with Phonics Vowels 2nd Edition,Gwen Gbedemah,2800.0,3
FUWISP-1772,Fun with Spanish (Level 1),9789768327017,1900.0,21
97897683270,Fun with Spanish (Level 2),"M. McLean, L. Fearon",1900.0,9
9781907604270,Fun with Words,,478.8,1
9789769575837,Funtastic French Book 1,Dionne C. Wright,3195.0,3
9789769575844,Funtastic French Book 2,Dionne C. Wright,3195.0,3
9789766460181,"Further Exercises In Vocabulary By Harry Subnaik, Mitra Rajnauth",Charran Publishers,3550.0,3
9789766381141,Gateway to Literacy Carlong Integrated Assessment Papers Language Arts Year 1,Hyacinth Bennett,2200.0,5
9789766381165,Gateway to Literacy Carlong Integrated Assessment Papers Language Arts Year 2,Hyacinth Bennett,2200.0,6
9789766381387,Gateway to Literacy Carlong Integrated Assessment Papers Language Arts Year 3,Hyacinth Bennett,2300.0,7
9789766380922,Gateway to Literacy Carlong Integrated Assessment Papers Language Arts Year 4,Hyacinth Bennett,2500.0,9
9789766381127,Gateway to Literacy: Carlong Literacy Skills New Edition,"Ferguson, Slater",2500.0,6
9789766381158,Gateway to Numeracy Carlong Integrated Assessment Papers Mathematics Year 1,Hyacinth Bennett,2200.0,6
9789766381172,Gateway to Numeracy Carlong Integrated Assessment Papers Mathematics Year 2,Hyacinth Bennett,2200.0,10
9789766381394,Gateway to Numeracy Carlong Integrated Assessment Papers Mathematics Year 3,Hyacinth Bennett,2300.0,10
9789766381073,Gateway to Numeracy Carlong Integrated Assessment Papers Mathematics Year 4,Hyacinth Bennett,2500.0,10
9789766381196,Gateway to Numeracy: Carlong Numeracy Skills,Ferguson-Slater,2500.0,7
9789768202864,Geography Workbook for CSEC,Deroll A. Barrett,4195.0,0
9789768202833,Geography Workbook for First Form,Deroll A. Barrett,3695.0,9
9789768202840,Geography Workbook for Second Form,Deroll A. Barrett,3695.0,3
9789768202857,Geography Workbook for Third Form,Deroll A. Barrett,3695.0,6
9781338744842,Get Ready for Kindergarten Jumbo Workbook,,2500.0,0
9781338531848,Get Ready for Pre-K - My World Extra Big Skills Workbook,,1400.0,0
9781338531831,Get Ready for Pre-K Extra Big Skills Workbook - First Letters and Phonics,,1550.0,0
GERETO-6624,"Get Ready to Learn: An Integrated Workbook for 3 Year Olds, Terms 1, 2 & 3",Joan Lewis,2000.0,0
GERETO-6389,"Get Ready to Learn: An Integrated Workbook for 4 Year Olds - People in Our Community, Term 3",,1650.0,0
GERETO-6840,"Get Ready to Learn: An Integrated Workbook for 4 Year Olds, Term 1 - Celebrating Me, Celebrations",Joan Lewis et al,1650.0,0
9789766060350,"Get Ready to Learn: An Integrated Workbook for 4 Year Olds, Term 2 - Plants & Transportation",Joan Lewis et al,1650.0,3
GERETO-4838,"Get Ready to Learn: An Integrated Workbook for 4 Year Olds, Term 3 - Jamaica Land We Love",Joan Lewis et al,1250.0,3
9789766060480,"Get Ready to Learn: An Integrated Workbook for 5 Year Olds, Term 1 - Our Country Jamaica, One People",Joan Lewis,1650.0,5
9789766060459,"Get Ready to Learn: An Integrated Workbook for 5 Year Olds, Term 2 - Transportation",Joan Lewis,1650.0,5
9789768237910,Getting Ready to Read: An Infant Integrated Reader,"M. McLean, L. Fearon",2400.0,21
9781338894363,Giant Kindergarten Workbook Scholastic Early Learners (Giant Workbook),,1900.0,0
GLCHOW-3366,Gleaner Children's Own Spelling Bee Sample Word List,,1680.0,4
9789768237811,Grade 1 Integrated Critical Thinking Workbook (Steps to PEP),L.Fearon et al,2400.0,3
9789789768233,Grade 1 Integrated Language Arts Workbook (Steps to PEP),L.Fearon,2400.0,27
9789768237675,Grade 1 Integrated Mathematics Workbook (Steps to PEP),"M. McLean, L. Fearon",2580.0,33
9789768237651,Grade 1 Integrated Phonics Workbook (Steps to PEP),"L. Fearon, C. Campbell",2580.0,43
9789768237583,"Grade 1 Integrated Studies Workbook – Home, School, Environment, Colors, Shape and Sounds (Steps to PEP)",L.Fearon et al,2640.0,36
9789768237828,Grade 2 Integrated Critical Thinking Workbook (Steps to PEP),L.Fearon et al,2540.0,39
9789768237976,Grade 2 Integrated Language Arts Workbook (Steps to PEP),L.Fearon et al,2700.0,30
978976823732,Grade 2 Integrated Mathematics Workbook (Steps to PEP),L.Fearon et al,2580.0,48
9789768237774,Grade 2 Integrated Phonics Workbook (Steps to PEP),L.Fearon et al,2580.0,52
9789768237033,"Grade 2 Integrated Studies Workbook - People, Places & Things in the Community (Steps to PEP)",L.Fearon et al,2820.0,21
9789768288011,Grade 3 Integrated Critical Thinking Workbook (Steps to PEP),K. Marks-Dixon,2660.0,11
9789769536623,Grade 3 Integrated Language Arts Workbook Revised Edition  (Windows to PEP),M. O. Powell,3950.0,17
9789769536609,Grade 3 Integrated Mathematics Workbook Revised Edition (Windows to PEP),M. O. Powell,3950.0,3
9789768288004,Grade 3 Integrated Phonics Workbook (Steps to PEP),K. Marks-Dixon,2660.0,28
9789769536647,Grade 3 Integrated Practice Papers Revised Edition (Windows to PEP),M.O Powell,3950.0,12
9789768218377,Grade 3 Integrated Studies Workbook,Keri Marks-Dixon,2660.0,44
9789769632417,Grade 4 Integrated Critical Thinking Workbook (Pathway to PEP),"G. Harper, D. Ellis",3000.0,27
9789769632929,Grade 4 Language Arts for Life,,2900.0,6
9789769632950,Grade 4 Mathematics for Life,,2900.0,3
9789768237835,Grade 6 New Integrated Approach Language Arts Workbook for PEP,L.Channer et al,3466.0,22
9789768237842,Grade 6 New Integrated Approach Mathematics Workbook for PEP,L.Channer et al,3466.0,7
9789768237859,Grade 6 New Integrated Approach Science Workbook for PEP,L.Channer et al,3466.0,11
9789768298003,Grade 6 New Integrated Approach Social Studies Workbook for PEP,L.Channer et al,3466.0,36
9789769667907,Grade Six (6) Ability Test Workbook Medix Math Studios,,3800.0,3
9780175664368,Grade Six Achievement Test Science and Social Studies,,1900.0,0
GRASTE-1483,Graded Assessment Tests English 1,Cecil Grey et al,2155.0,3
GRASTE-9590,Graded Assessment Tests English 2,Cecil Grey et al,2155.0,3
9780582050259,Graded Assessment Tests English 3,Cecil Grey et al,2155.0,2
GRASTE-9339,Graded Assessment Tests English 4,Cecil Grey et al,2155.0,3
9789766481476,Grammar Plus,Anne Seaton / Rosalind Fergusson,5600.0,9
GRMY-4043,Greek Myths,G.McCaughrean,4645.0,3
9781398307773,Green Days by the River,M. Anthony,3640.0,16
9780230407329,GSAT Grade Six Revision Topics & Achievement Tests for Jamaica English,June Livingston / Molly Russell,1689.0,2
9780333956755,GSAT Grade Six Revision Topics & Achievement Tests for Jamaica Social Studies,Vinette Percy et al,1978.0,0
9780435989248,Harriet's Daughter,Marlene Phillip,3640.0,5
9780230431744,Health & Family Life Education for Primary Level Activity Book 1,Mavis Fuller et al,1368.0,3
9780230431782,Health & Family Life Education for primary level Activity Book 3,Mavis Fuller et al,1368.0,2
9780230431751,Health & Family Life Education for primary level Student's Book 2,Mavis Fuller et al,2242.0,8
9780230431775,Health & Family Life Education for primary level Student's Book 3,Mavis Fuller et al,2242.0,11
9780230431829,Health & Family Life Education for primary level Student's Book 5,Mavis Fuller et al,2261.0,1
9780230431843,Health & Family Life Education for primary level Student's Book 6,Mavis Fuller et al,2559.0,2
HEANFA-8575,Health and Family Life Education Activity Book 1,,2559.0,0
HEANFA-3723,Health and Family Life Education Activity Book 2,,2400.0,0
HEANFA-3879,Health and Family Life Education Activity Book 3,,2400.0,0
HEANFA-5944,Health and Family Life Education Student's Book 3,,4200.0,0
9780435983147,Heinemann Chemistry for CSEC,Cheryl Remy,5755.0,1
9781408229323,Heinemann Information Technology for CSEC,Mary Reid et al,7645.0,1
9789814023634,High School Student's Companion,OH Teik Bin,4400.0,3
HIOFJA-0119,History of Jamaica,Clinton Black,5000.0,3
9768202157,History of Religions in the Caribbean,,2395.0,3
9781444150247,Hodder Comprehension for Jamaica Book 1,J. Cunningham,3315.0,5
9781444150254,Hodder Comprehension for Jamaica Book 2,J. Cunningham,3315.0,5
HOCOFO-1780,Hodder Comprehension for Jamaica Book 3,J. Cunningham,3315.0,3
9781444150278,Hodder Comprehension for Jamaica Book 4,J. Cunningham,3315.0,6
9781444150285,Hodder Comprehension for Jamaica Book 5,J. Cunningham,3315.0,1
HOCOFO-6830,Hodder Comprehension for Jamaica Book 6,J. Cunningham,3315.0,3
9781927395578,Hola Spanish Book 1,Schoolers,2809.0,0
9781927395592,Hola Spanish Book 2,Scholastic,2809.0,0
9781927395684,Hola Spanish Book 3,Schoolers,2809.0,1
HOSPBO-8530,Hola Spanish Book 4,Schoolers,2809.0,0
9781927395943,Hola Spanish Book 5,Schoolers,2809.0,1
9781927395783,Hola Spanish Book 6,Schoolers,2809.0,23
HOSPIN-2908,Hola Spanish Infant 1,Schoolers,2125.0,0
9781927395257,Hola Spanish Infant 2,Schoolers,2125.0,1
9789769523333,Hold My hand Pre-Writing Activity Book,,1500.0,3
9789766060046,Home Economics for Caribbean Schools: CXC Food & Nutrition: A Two Year Course 4th Edition,H. Glen,6580.0,1
9781405011914,Home Economics for CSEC Examinations: Clothing & Textiles,Rita Dyer,4900.0,1
9781405012065,Home Economics for CSEC Examinations: Management,Rita Dyer,4800.0,2
HOSP-7320,Hot Spot,Basil Dawkins,3780.0,3
9789766381783,How Smart Are You? Reasoning and Problem-Solving,B.B Anders & S. Bennett,1600.0,2
HUSO-6505,Human & Social Biology for CSEC New edition,Ann Fullick et al,7445.0,3
9789769685642,I CAN TOO - An Integrated Colouring Activity Book For the Two Year Old,C. Campbell et al,1570.0,6
9789769685611,I CAN TOO - An Integrated Mathematics Activity Book For the Two Year Old,C. Campbell et al,2030.0,6
ICATO-4335,I CAN TOO - An Integrated Phonics Activity Book for the Two Year Old,C. Campbell et al,2030.0,3
ICATO-7644,I CAN TOO - An Integrated Reader For the Two Year Old,C. Campbell et al,1930.0,3
9789769685638,I CAN TOO - An Integrated Studies Activity Book For The Two Year Old,C. Campbell et al,2030.0,5
9789768237958,Infant Integrated Mathematics Workbook 1,Maureen McLean,2400.0,7
9789768237965,Infant Integrated Mathematics WorkBook 2,"M.Miles, C. Campbell",2580.0,23
9789768237903,Infant Integrated Mathematics WorkBook 3,"M. McLean, L. Fearon",2580.0,13
9789768237873,Infant Integrated Phonics Workbook 1,Maxine Miles et al,2400.0,16
9789768237880,Infant Integrated Phonics Workbook 2,"M. McLean, L. Fearon",2580.0,25
9789768237897,Infant Integrated Phonics Workbook 3,"M. McLean, L. Fearon",2580.0,9
9789768237927,Infant Integrated Studies Workbook 1,Maureen McLean et al,2400.0,5
9789768237934,Infant Integrated Studies Workbook 2,"M. McLean, L. Fearon",2680.0,11
9789768237941,Infant Integrated Studies Workbook 3,"M. McLean, L. Fearon",2680.0,9
9789768245588,Information Technology  for CSEC Examination (Revised Edition),Dr. O'Neil Duncan,3295.0,3
9789768245557,Information Technology and Computer Science for CAPE and College Students,,5495.0,3
9789768245793,Information Technology for Secondary Schools Grade 7-9,,4495.0,3
9789768245335,Inner City Girl - School Edition,,3195.0,10
9789768245670,Inner City Girl 2: Other Rivers to Cross,,3195.0,0
9789768237064,Integrated Reader 1,L.Fearon et al,2660.0,33
9789768237071,Integrated Reader 2,L.Fearon et al,2660.0,48
9789769782426,Integrated Reader 3 Revised Edition,M.O Powell,3950.0,20
INSCFO-8311,Integrated Science for Jamaica Book 1,David Sang et al,4225.0,3
INSCFO-1910,Integrated Science for Jamaica Book 2,David Sang et al,4225.0,3
INSCFO-7214,Integrated Science for Jamaica Book 3,David Sang et al,4225.0,3
INSCFO-4098,Integrated Science for Jamaica Grade 7 (4th Edition),,2473.0,0
INSCFO-3575,Integrated Science for Jamaica Grade 8 (4th Edition),,2951.0,0
INSCFO-5270,Integrated Science for Jamaica Grade 9 (4th Edition),,3250.0,0
INSCFO-4791,Integrated Science for Jamaica Workbook 1,David Sang et al,2480.0,3
INSCFO-2357,Integrated Science for Jamaica Workbook 2,David Sang et al,2480.0,3
INSCFO-0999,Integrated Science for Jamaica Workbook 3,David Sang et al,2480.0,3
9781380023360,Integrated Science for Jamaica WorkBook Grade 7 (4th Edition),Tanya Chung,2473.0,11
9781380023391,Integrated Science for Jamaica WorkBook Grade 8 (4th Edition),Tania Chung,2473.0,9
9781380023421,Integrated Science for Jamaica WorkBook Grade 9 (4th Edition),Tania Chung,2559.0,9
9798988786542,Integrated Studies Grade 1,Shalette Ashman,4200.0,3
INSTGR-5188,Integrated Studies Grade 2,Shalette Ashman,4200.0,0
INSTGR-0600,Integrated Studies Grade 3,9798988786559,4200.0,0
INWIIN-4503,Interact with Information Technology Active Book 1: New Edition,Roland Birbal et al,5730.0,3
9781510473973,Interact with Information Technology Active Book 2: New Edition,Roland Birbal et al,5730.0,0
INWIIN-8206,Interact with Information Technology Active Book 3: New Edition,Roland Birbal et al,5730.0,3
INALPL-3228,Interactive Alphabet Playdough Workbook,,3350.0,0
INMAPL-1372,Interactive Mathematics Playdough Workbook,,3600.0,0
9789769560536,"Introducing Literature - Fundamanetals of Poetry, Prose and Drama",J Ann Jackson,2500.0,3
INSCFO-5199,Investigating Science for Jamaica: Integrated Science Grade 7,,7768.0,0
INSCFO-4453,Investigating Science for Jamaica: Integrated Science Grade 7 Workbook,J. Mitchelmore,3936.0,0
INSCFO-2804,Investigating Science for Jamaica: Integrated Science Grade 8,,7768.0,0
9780198426875,Investigating Science for Jamaica: Integrated Science Grade 8 Workbook,J. Mitchelmore,3936.0,2
INSCFO-0844,Investigating Science for Jamaica: Integrated Science Grade 9,,7768.0,0
9780198426882,Investigating Science for Jamaica: Integrated Science Grade 9 Workbook,J. Mitchelmore,3936.0,4
ISPRIN-3107,Island Princess in Brooklyn,Diane Browne,1500.0,3
ISVO-3205,Island Voices,,3545.0,3
JAMACO-7512,Jamaica Maths Connect Workbook 2,Benita Byer Bowen et al,2600.0,3
9780435044220,Jamaica Maths Connect Workbook 3,Karren Morrison,2600.0,2
JAPRLA-9266,Jamaica Primary Language Arts NSC Edition Book 2,Diana Anyakwo et al,3575.0,3
9781398352919,Jamaica Primary Language Arts NSC Edition Book 3,Jennifer Peek et al,3575.0,5
JAPRLA-9600,Jamaica Primary Language Arts NSC Edition Book 4,Jennifer Peek et al,3575.0,3
9781398356290,Jamaica Primary Language Arts NSC Edition Book 5,Daphne Paizee et al,3575.0,10
JAPRLA-5617,Jamaica Primary Language Arts NSC Edition Book 6,Josh Lury et al,3800.0,3
9781398327641,Jamaica Primary Mathematics Book 1 NSC Edition,Lisa Greenstein,3420.0,11
9781398327658,Jamaica Primary Mathematics Book 2 NSC Edition,Lisa Greenstein,3420.0,4
9781398327665,Jamaica Primary Mathematics Book 3 NSC Edition,Lisa Greenstein,3420.0,2
9781398327672,Jamaica Primary Mathematics Book 4 NSC Edition,Kerry Saadien,3420.0,19
9781398327689,Jamaica Primary Mathematics Book 5 NSC Edition,Steph King et al,3600.0,12
9781398327696,Jamaica Primary Mathematics Book 6 NSC Edition,Michelle Holgarth,3600.0,14
9781035103553,Jamaica Primary Social Studies Student Book 4 3rd Edition,Mantock / Fendall / Eastland,4495.0,12
9781035103584,Jamaica Primary Social Studies Student Book 5 3rd Edition,Mantock / Fendall / Eastland,4495.0,11
JAPRSO-1771,Jamaica Primary Social Studies Student Book 6 3rd Edition,,4495.0,0
9781035103607,Jamaica Primary Social Studies Workbook 4 3rd Edition,Mantock / Fendall / Eastland,3155.0,9
9781035103584,Jamaica Primary Social Studies Workbook 5 3rd Edition,Mantock / Fendall / Eastland,3155.0,20
9781035103607,Jamaica Primary Social Studies Workbook 6 3rd Edition,Mantock / Fendall / Eastland,3304.0,37
9781844141715,Jolly Dictionary (Hardcover),,3155.0,1
9781844140008,Jolly Dictionary (Paperback),,2970.0,0
9781844142699,Jolly Phonics Activity Book 1 (in print letters),Sara Wernham,1898.0,12
9781844142705,Jolly Phonics Activity Book 2 (in print letters),Sara Wernham,1898.0,19
9781844142712,Jolly Phonics Activity Book 3 (in print letters),Sara Wernham,1898.0,19
9781844141555,Jolly Phonics Activity Book 3 (with stickers),Sara Wernham,1666.0,2
9781844147199,Jolly Phonics Pupil Book 1 (in print letters),Sara Wernham,1375.0,5
9781844141784,Jolly Phonics Pupil Book 2,Sara Wernham,1300.0,3
9781844147205,Jolly Phonics Pupil Book 2 (in print letters),Sara Wernham,1375.0,39
9781835823583,"Jolly Phonics Pupil Book Steps 1, 2, 3 (in print letters)",Sara Wernham,3600.0,5
9781844142620,Jolly Phonics: Grammar 1 Pupil Book,Sara Wernham,1875.0,2
9781844143894,Jolly Phonics: Grammar 2 Pupil Book,Sara Wernham,1875.0,10
9781844144051,Jolly Phonics: Grammar 3 Pupil Book,Sara Wernham,2135.0,1
9781903619476,Jolly Phonics: Level 1 Reader - Inky Mouse & Friends,Sara Wernham,1500.0,9
9789766060534,Journeys in Literacy for Juniors - Developing Writing Skills,F. Elliot-Walker,3050.0,8
JPSOST-7562,JPH Social Studies for Primary Schools – Grade 4,Claudia McLean et al,1000.0,3
JPSOST-3416,JPH Social Studies for Primary Schools – Grade 5,Claudia McLean et al,1500.0,3
JPSOST-0691,JPH Social Studies for Primary Schools Grade 4,,1500.0,0
9789766060343,JPH: Electronic Document Preparation and Management for Caribbean Schools,Jannett Foster,6140.0,1
9768184655,Juicebox and Sandals,,1595.0,3
9781408276945,Julius Caesar (CSEC Student Edition),William Shakespeare,3220.0,7
9781338169447,Jumbo Book of Kindergarten Fun Workbook,,1900.0,0
9781408521007,Just Click for Jamaica Student's Book 2nd Edition,Alison Page et al,6000.0,1
9789768245762,Just Think Ability Test Grades 5 & 6,Alison Page et al,3895.0,17
9789768245946,Just Think Performance Task Grade 4 for the Primary Exit Profile (PEP) Examination,,3895.0,21
97897665770774,Just Think Performance Task Grade 5 for the Primary Exit Profile (PEP) Examination,,3895.0,2147483647
9789768245809,Just Think Performance Task Grade 6 for the Primary Exit Profile (PEP) Examination,Christine Fearon Levene,3895.0,15
9781338531886,Kindergarten Extra Big Skills Workbook - Math Practice,,1400.0,0
9781338531879,Kindergarten Extra Big Skills Workbook - Writing and Spelling,,1400.0,0
9788225011673,Kindergarten Prep Learning Skills Workbook,,1800.0,0
9766105650,King Mirodas of Boar Piece,,3395.0,0
9789766483562,Language Arts Drill & Practice,Alicia J. McLean,4960.0,3
9789766481377,Language Arts Revision for Upper Primary Students,B. Ninah / K. Ninah,3680.0,3
9781035121915,Language Tree Jamaica 3rd Edition Student's Book 4,Leonie Bennett / Julia Sander,4048.0,8
9781035121946,Language Tree Jamaica 3rd Edition Student's Book 5,Leonie Bennett / Julia Sander,4048.0,9
9781035121977,Language Tree Jamaica 3rd Edition Student's Book 6,Leonie Bennett / Julia Sander,4048.0,24
9781035119431,Language Tree Jamaica 3rd Edition Workbook 1,Leonie Bennett / Julia Sander,3006.0,29
9781035119448,Language Tree Jamaica 3rd Edition Workbook 2,Leonie Bennett / Julia Sander,3006.0,21
9781035119455,Language Tree Jamaica 3rd Edition Workbook 3,Leonie Bennett / Julia Sander,3006.0,8
